,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.82,-3.02,-11.42,-13.04,-2.82,-15.35,-2.50,—,—,—,—
Total Return % (NAV),-0.66,0.62,-10.23,-10.60,-1.09,-14.38,-2.03,—,—,—,-3.17
+/- Category (NAV),-1.42,-0.86,-3.13,-3.82,3.78,-1.50,-0.99,—,—,—,—
+/- Index (NAV),-0.66,-0.63,-4.03,-6.88,-1.59,-4.60,-6.41,—,—,—,—
