,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,86%
Historical Sustainability Score,39.19
Global Category,Korea Equity
Portfolio ESG,40.51
Controversy Deduction,2.41
Sustainability Score,38.10
Sustainability Mandate,No
