,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-9.72,24.41,-17.84,-2.82
Fund (NAV),—,—,—,—,—,—,—,-9.77,24.78,-17.97,-1.09
+/ Category (NAV),—,—,—,—,—,—,—,-10.46,2.31,-1.30,3.78
+/- Index (Price),—,—,—,—,—,—,—,-23.54,-7.83,-0.20,-3.32
Percentile Rank,—,—,—,—,—,—,—,93,39,64,7
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
