Sectors,Fund %,Category %
Basic Materials,13.69,8.70
Consumer Cyclical,6.65,13.65
Financial Services,3.37,11.56
Real Estate,0.00,0.29
Communication Services,3.37,2.34
Energy,0.00,1.96
Industrials,19.52,10.46
Technology,9.83,38.20
Consumer Defensive,26.73,6.64
Healthcare,16.84,4.97
Utilities,0.00,1.23
