,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,24%
Historical Sustainability Score,42.39
Global Category,Korea Equity
Portfolio ESG,52.30
Controversy Deduction,9.99
Sustainability Score,42.31
Sustainability Mandate,No
