,Values
NAV,"12,130.49"
Open Price,"12,110.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 Mil / 198,462.9"
Day Range,"11,960.00 – 12,110.00"
Year Range,"11,960.00 – 13,465.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.180%
Total Assets,655.0 Bil
