,Fund,Cat. Average,Index
Price/Earnings ,9.48,11.02,12.13
Price/Book ,0.72,0.84,0.86
Price/Sales ,0.69,0.53,0.65
Price/Cash Flow ,2.65,3.46,3.66
Dividend Yield % ,3.98,3.08,3.48
Long-Term Earnings % ,10.85,10.07,3.69
Historical Earnings % ,25.45,15.26,14.88
Sales Growth % ,9.04,11.25,4.89
Cash-Flow Growth % ,36.83,16.83,15.05
Book-Value Growth % ,9.75,10.86,8.56
