,Values
NAV,"12,130.84"
Open Price,"12,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"129.0 / 201,515.6"
Day Range,"11,970.00 – 12,125.00"
Year Range,"11,960.00 – 13,465.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.180%
Total Assets,675.7 Bil
