,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),-2.41,101.73,-41.40,3.60,6.74,-49.30,-38.94,16.79,-17.66,0.50,-21.50
Fund (NAV),-1.50,101.41,-41.20,3.43,7.79,-49.56,-39.17,17.05,-17.80,0.48,-20.65
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
