,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,34.98
Global Category,Industrials Sector Equity
Portfolio ESG,40.54
Controversy Deduction,5.46
Sustainability Score,35.08
Sustainability Mandate,No
