,Values
NAV,"3,958.72"
Open Price,"3,910.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"30,937.0 / 22,837.7"
Day Range,"3,885.00 – 3,935.00"
Year Range,"3,770.00 – 5,980.00"
SEC Yield ,—
12-Month Yield ,1.17%
Premium ,—
Expense Ratio,0.480%
Total Assets,7.9 Bil
