,Values
NAV,"3,958.72"
Open Price,"3,965.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,147.0 / 22,527.3"
Day Range,"3,925.00 – 3,965.00"
Year Range,"3,770.00 – 5,980.00"
SEC Yield ,—
12-Month Yield ,1.17%
Premium ,—
Expense Ratio,0.480%
Total Assets,7.9 Bil
