,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.48
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-3.29
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.14
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.15
Percentile Rank,—,—,—,—,—,—,—,—,—,—,39
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015",41
