,Values
Sustainability Rate,Average
Percent Rank in Global Category,34%
Historical Sustainability Score,42.05
Global Category,Korea Equity
Portfolio ESG,49.40
Controversy Deduction,7.26
Sustainability Score,42.14
Sustainability Mandate,No
