,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.07,-0.25,-6.73,-4.46,-4.48,-13.64,—,—,—,—,—
Total Return % (NAV),0.22,-0.77,-5.71,-4.76,-3.29,-13.99,—,—,—,—,-16.30
+/- Category (NAV),0.50,-3.66,1.80,4.52,0.14,0.39,—,—,—,—,—
+/- Index (NAV),-0.09,-0.13,0.25,-0.29,-3.95,-3.59,—,—,—,—,—
