Sectors,Fund %,Category %
Basic Materials,5.55,8.70
Consumer Cyclical,10.07,13.65
Financial Services,11.03,11.56
Real Estate,0.00,0.29
Communication Services,4.01,2.34
Energy,3.40,1.96
Industrials,11.34,10.46
Technology,38.55,38.20
Consumer Defensive,5.98,6.64
Healthcare,8.36,4.97
Utilities,1.72,1.23
