,Values
NAV,"7,909.22"
Open Price,"7,840.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"95.0 / 7,022.6"
Day Range,"7,820.00 – 7,860.00"
Year Range,"7,765.00 – 9,605.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.380%
Total Assets,5.1 Bil
