,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,36.62
Global Category,Technology Sector Equity
Portfolio ESG,38.00
Controversy Deduction,0.96
Sustainability Score,37.04
Sustainability Mandate,No
