,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),141.75,11.98,-17.11,10.81,9.55,8.33,-7.71,20.04,34.92,-36.47,12.11
Fund (NAV),142.44,11.94,-17.47,11.15,9.55,8.23,-7.69,20.01,35.10,-36.48,13.12
+/ Category (NAV),47.10,2.34,-2.96,2.02,-0.92,6.10,1.55,6.02,0.46,-23.04,-3.03
+/- Index (Price),82.64,-1.61,-8.82,-3.19,-17.72,-5.15,-9.78,7.32,-5.97,-29.10,-6.74
Percentile Rank,1,36,67,39,50,12,16,5,50,98,63
# of Funds in Category,12,15,25,27,25,26,26,25,58,243,370
