,Values
NAV,"19,413.29"
Open Price,"19,175.00"
Bid / Ask / Spread,"17,325.00 / 0.00 / 0.00%"
Volume / Avg,"24,817.0 / 8,962.0"
Day Range,"19,030.00 – 19,320.00"
Year Range,"15,860.00 – 24,355.00"
SEC Yield ,—
12-Month Yield ,1.40%
Premium ,—
Expense Ratio,0.470%
Total Assets,12.6 Bil
