,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.88,1.29,-7.03,-6.69,12.11,-15.30,0.91,2.47,4.26,—,—
Total Return % (NAV),1.93,5.21,-5.53,-6.81,13.12,-14.80,0.82,2.66,4.37,—,6.87
+/- Category (NAV),0.87,3.27,-2.80,-7.11,-3.03,-13.08,-5.79,0.62,1.00,—,—
+/- Index (NAV),2.42,8.43,0.41,-6.37,-5.74,-16.59,-15.54,-10.29,-9.04,—,—
