,Values
NAV,"19,413.29"
Open Price,"19,485.00"
Bid / Ask / Spread,"17,475.00 / 21,355.00 / 19.98%"
Volume / Avg,"7,727.0 / 8,745.7"
Day Range,"19,305.00 – 19,575.00"
Year Range,"15,860.00 – 24,355.00"
SEC Yield ,—
12-Month Yield ,1.40%
Premium ,—
Expense Ratio,0.470%
Total Assets,12.6 Bil
