,Values
NAV,"98,577.39"
Open Price,"98,520.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,10.0 / 34.7
Day Range,"98,520.00 – 98,520.00"
Year Range,"98,470.00 – 99,805.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,4.9 Bil
