,Values
NAV,"98,490.59"
Open Price,"98,535.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,20.0 / 35.1
Day Range,"98,495.00 – 98,535.00"
Year Range,"98,470.00 – 99,805.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,4.9 Bil
