,Values
NAV,"25,568.02"
Open Price,"25,600.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,025.0 / 218,648.8"
Day Range,"25,495.00 – 25,700.00"
Year Range,"25,130.00 – 30,465.00"
SEC Yield ,—
12-Month Yield ,2.66%
Premium ,—
Expense Ratio,0.060%
Total Assets,764.5 Bil
