,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,18%
Historical Sustainability Score,42.53
Global Category,Korea Equity
Portfolio ESG,50.99
Controversy Deduction,8.04
Sustainability Score,42.95
Sustainability Mandate,No
