,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-2.89
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-2.12
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.65
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-3.55
Percentile Rank,—,—,—,—,—,—,—,—,—,—,17
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
