,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,3.70,12.97,3.83,9.78,-6.75,16.44,-16.11,-26.82
Fund (NAV),—,—,—,4.02,13.51,3.62,9.95,-6.88,16.92,-16.16,-26.13
+/ Category (NAV),—,—,—,-10.74,-3.64,1.23,9.66,-12.36,-5.05,-3.52,-28.98
+/- Index (Price),—,—,—,-24.41,-14.08,1.37,14.78,-17.46,-7.92,-2.26,-34.04
Percentile Rank,—,—,—,90,50,59,11,94,78,72,100
# of Funds in Category,—,—,31,44,43,35,40,36,41,47,54
