,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.26,-5.33,-11.94,-21.12,-24.70,-26.26,-8.51,-4.85,—,—,—
Total Return % (NAV),0.10,-5.37,-11.94,-21.35,-24.59,-26.45,-8.54,-4.77,—,—,-1.04
+/- Category (NAV),1.41,-3.88,-3.97,-15.84,-27.25,-23.04,-13.04,-6.74,—,—,—
+/- Index (NAV),1.33,-5.05,-5.17,-18.44,-33.92,-22.86,-18.26,-9.33,—,—,—
