,Values
NAV,"5,744.56"
Open Price,"5,685.00"
Bid / Ask / Spread,"5,610.00 / 5,920.00 / 5.38%"
Volume / Avg,"51,229.0 / 19,118.0"
Day Range,"5,645.00 – 5,710.00"
Year Range,"5,645.00 – 8,600.00"
SEC Yield ,—
12-Month Yield ,3.95%
Premium ,—
Expense Ratio,0.470%
Total Assets,8.0 Bil
