,Values
Sustainability Rate,High
Percent Rank in Global Category,1%
Historical Sustainability Score,44.78
Global Category,Korea Equity
Portfolio ESG,51.65
Controversy Deduction,7.17
Sustainability Score,44.48
Sustainability Mandate,No
