,Values
NAV,"6,011.47"
Open Price,"5,970.00"
Bid / Ask / Spread,"5,380.00 / 6,105.00 / 12.63%"
Volume / Avg,"2.1 Mil / 323,053.5"
Day Range,"5,930.00 – 5,975.00"
Year Range,"5,885.00 – 7,275.00"
SEC Yield ,—
12-Month Yield ,1.48%
Premium ,—
Expense Ratio,0.290%
Total Assets,991.9 Bil
