,Values
NAV,"6,029.92"
Open Price,"5,990.00"
Bid / Ask / Spread,"5,360.00 / 5,945.00 / 10.35%"
Volume / Avg,"546,232.0 / 250,016.5"
Day Range,"5,930.00 – 6,000.00"
Year Range,"5,885.00 – 7,275.00"
SEC Yield ,—
12-Month Yield ,1.48%
Premium ,—
Expense Ratio,0.290%
Total Assets,994.9 Bil
