,Values
NAV,"7,913.72"
Open Price,"7,855.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18.0 / 5,476.6"
Day Range,"7,840.00 – 7,855.00"
Year Range,"7,470.00 – 9,090.00"
SEC Yield ,—
12-Month Yield ,1.64%
Premium ,—
Expense Ratio,0.210%
Total Assets,485.5 Bil
