,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-12.07
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-11.94
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-8.52
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-12.73
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
