,Values
NAV,"7,668.81"
Open Price,"7,625.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"35.0 / 4,896.6"
Day Range,"7,625.00 – 7,660.00"
Year Range,"7,480.00 – 9,565.00"
SEC Yield ,—
12-Month Yield ,1.24%
Premium ,—
Expense Ratio,0.290%
Total Assets,4.6 Bil
