,Values
NAV,"7,660.59"
Open Price,"7,575.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,084.0 / 4,401.0"
Day Range,"7,550.00 – 7,590.00"
Year Range,"7,480.00 – 9,565.00"
SEC Yield ,—
12-Month Yield ,1.24%
Premium ,—
Expense Ratio,0.290%
Total Assets,4.6 Bil
