,Values
NAV,"5,098.69"
Open Price,"5,115.00"
Bid / Ask / Spread,"4,980.00 / 0.00 / 0.00%"
Volume / Avg,"2,539.0 / 5,045.3"
Day Range,"5,085.00 – 5,120.00"
Year Range,"4,980.00 – 5,890.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,4.1 Bil
