,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,7.32,-8.15,-15.58,-26.09,15.17,25.16,-21.93,-3.75
Fund (NAV),—,—,—,6.56,-7.48,-16.09,-25.65,13.96,25.58,-22.13,-2.32
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
