,Values
NAV,"5,186.19"
Open Price,"5,100.00"
Bid / Ask / Spread,"4,980.00 / 0.00 / 0.00%"
Volume / Avg,"1,023.0 / 5,109.6"
Day Range,"5,100.00 – 5,145.00"
Year Range,"4,980.00 – 5,890.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,4.1 Bil
