,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.29,0.59,-3.93,-4.73,-3.75,-2.28,2.85,-6.30,—,—,—
Total Return % (NAV),1.72,2.76,-2.35,-3.47,-2.32,-6.22,2.57,-6.10,—,—,-7.50
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
