,Values
NAV,"8,425.85"
Open Price,"8,650.00"
Bid / Ask / Spread,"8,520.00 / 8,590.00 / 0.82%"
Volume / Avg,"21,929.0 / 4,455.9"
Day Range,"8,515.00 – 8,650.00"
Year Range,"6,795.00 – 8,650.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,5.1 Bil
