,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.72,3.95,8.57,18.16,16.08,21.18,0.53,0.56,—,—,—
Total Return % (NAV),-0.08,3.56,6.85,15.63,14.34,18.58,-0.10,0.21,—,—,-2.07
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
