,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,8.25,-28.30,-3.82,-10.18,6.38,8.89,-4.53,16.08
Fund (NAV),—,—,—,7.35,-27.74,-4.45,-10.32,6.33,9.25,-4.66,14.34
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
