,Values
NAV,"8,425.85"
Open Price,"8,550.00"
Bid / Ask / Spread,"8,430.00 / 0.00 / 0.00%"
Volume / Avg,"16,305.0 / 4,123.3"
Day Range,"8,395.00 – 8,550.00"
Year Range,"6,760.00 – 8,555.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,5.1 Bil
