,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,4.93,-2.04,0.44
Fund (NAV),—,—,—,—,—,—,—,—,5.13,-2.04,0.71
+/ Category (NAV),—,—,—,—,—,—,—,—,-0.95,0.76,0.31
+/- Index (Price),—,—,—,—,—,—,—,—,-3.75,-0.36,—
Percentile Rank,—,—,—,—,—,—,—,—,63,35,41
# of Funds in Category,—,—,—,—,—,—,—,876,996,"1,104","1,220"
