,Values
NAV,"10,038.75"
Open Price,"10,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,134.0 / 221.8
Day Range,"10,005.00 – 10,050.00"
Year Range,"9,700.00 – 10,385.00"
SEC Yield ,—
12-Month Yield ,0.49%
Premium ,—
Expense Ratio,0.280%
Total Assets,6.0 Bil
