,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.25,0.10,-1.38,-1.18,0.44,-0.06,0.38,—,—,—,—
Total Return % (NAV),-0.04,-0.24,-1.14,-1.27,0.71,-0.16,0.46,—,—,—,0.57
+/- Category (NAV),-0.06,-0.30,0.24,-0.06,0.31,1.10,-0.37,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
