,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,1.59,1.01
Fund (NAV),—,—,—,—,—,—,—,—,—,1.64,1.03
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-1.38,-1.93
+/- Index (Price),—,—,—,—,—,—,—,—,—,-3.14,-4.28
Percentile Rank,—,—,—,—,—,—,—,—,—,88,97
# of Funds in Category,—,—,—,—,—,—,—,—,449,545,717
