,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.02,0.02,0.12,0.39,1.03,1.72,—,—,—,—,—
Total Return % (NAV),0.01,0.03,0.12,0.40,1.04,1.68,—,—,—,—,1.56
+/- Category (NAV),0.01,-0.04,-0.92,-1.66,-2.07,-3.03,—,—,—,—,—
+/- Index (NAV),-0.29,-0.56,-2.19,-3.59,-4.57,-6.73,—,—,—,—,—
