,Values
NAV,"101,080.43"
Open Price,"101,105.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,7.0 / 324.6
Day Range,"101,105.00 – 101,105.00"
Year Range,"100,020.00 – 101,665.00"
SEC Yield ,—
12-Month Yield ,1.62%
Premium ,—
Expense Ratio,0.170%
Total Assets,135.0 Bil
