,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,1.59,1.03
Fund (NAV),—,—,—,—,—,—,—,—,—,1.64,1.04
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-1.38,-2.07
+/- Index (Price),—,—,—,—,—,—,—,—,—,-3.14,-4.58
Percentile Rank,—,—,—,—,—,—,—,—,—,88,97
# of Funds in Category,—,—,—,—,—,—,—,—,449,545,717
