,Values
NAV,"101,080.43"
Open Price,"101,085.00"
Bid / Ask / Spread,"101,095.00 / 101,100.00 / 0.00%"
Volume / Avg,495.0 / 312.8
Day Range,"101,085.00 – 101,090.00"
Year Range,"100,020.00 – 101,665.00"
SEC Yield ,—
12-Month Yield ,1.62%
Premium ,—
Expense Ratio,0.170%
Total Assets,135.0 Bil
