,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,22.19,0.00,22.19,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,77.81,0.01,77.83,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
