,Values
NAV,"49,394.28"
Open Price,"49,340.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,11.0 / 12.0
Day Range,"49,340.00 – 49,340.00"
Year Range,"49,340.00 – 49,955.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,7.9 Bil
