,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-0.80
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-0.73
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-3.84
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-6.42
Percentile Rank,—,—,—,—,—,—,—,—,—,—,100
# of Funds in Category,—,—,—,—,—,—,—,—,—,545,717
