,Values
NAV,"30,975.03"
Open Price,"31,115.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,91.0 / 224.7
Day Range,"30,960.00 – 31,115.00"
Year Range,"30,640.00 – 34,485.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.330%
Total Assets,12.4 Bil
