,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,42.51
Global Category,Aggressive Allocation
Portfolio ESG,50.91
Controversy Deduction,8.02
Sustainability Score,42.89
Sustainability Mandate,No
