,Values
NAV,"2,565.12"
Open Price,"2,485.00"
Bid / Ask / Spread,"2,290.00 / 2,560.00 / 11.13%"
Volume / Avg,"15,502.0 / 14,516.4"
Day Range,"2,485.00 – 2,560.00"
Year Range,"2,200.00 – 7,620.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.130%
Total Assets,4.8 Bil
