,Values
NAV,"2,565.12"
Open Price,"2,570.00"
Bid / Ask / Spread,"2,305.00 / 2,815.00 / 19.92%"
Volume / Avg,"18,447.0 / 14,396.5"
Day Range,"2,530.00 – 2,575.00"
Year Range,"2,200.00 – 7,620.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.130%
Total Assets,4.8 Bil
