,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.56,8.55,-31.15,-44.00,-49.28,-56.04,—,—,—,—,—
Total Return % (NAV),-2.84,8.96,-31.23,-43.82,-49.20,-56.59,—,—,—,—,-62.80
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
