,Values
NAV,"9,338.48"
Open Price,"9,325.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,22.0 / 344.6
Day Range,"9,325.00 – 9,325.00"
Year Range,"8,855.00 – 12,000.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,6.1 Bil
