,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-5.75
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-5.72
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-1.75
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-13.93
Percentile Rank,—,—,—,—,—,—,—,—,—,—,57
# of Funds in Category,—,—,—,—,—,—,—,—,—,100,118
