Sectors,Fund %,Category %
Basic Materials,0.00,1.61
Consumer Cyclical,5.05,25.42
Financial Services,0.00,9.63
Real Estate,0.00,0.34
Communication Services,0.00,2.05
Energy,0.00,0.00
Industrials,0.85,3.62
Technology,0.00,18.47
Consumer Defensive,93.81,23.67
Healthcare,0.29,14.74
Utilities,0.00,0.46
